order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
1551,715,437,78,977.55,6237.09,2020-04-11,7 Caliangt Terrace,PayPal,pending
1552,772,858,94,123.35,3719.65,2021-01-14,978 Mariners Cove Way,Apple Pay,shipped
1553,720,842,63,755.35,8766.74,2021-09-01,420 Dahle Lane,PayPal,delivered
1554,638,657,19,824.56,1952.34,2022-09-11,9 Reindahl Trail,Apple Pay,pending
1555,446,135,50,812.95,3670.03,2020-06-24,3 Homewood Court,credit card,delivered
1556,164,747,13,25.62,8332.39,2022-02-15,708 Lakewood Gardens Place,credit card,processing
1557,247,966,6,836.63,4438.83,2020-10-09,9 Luster Hill,Apple Pay,delivered
1558,107,30,42,770.22,9479.24,2021-08-21,15164 Ilene Court,PayPal,delivered
1559,517,330,26,924.06,9826.68,2022-04-20,5545 Rusk Hill,PayPal,pending
1560,869,403,49,84.82,4009.25,2020-08-25,5 Messerschmidt Pass,PayPal,shipped
1561,850,312,98,867.34,6451.81,2020-10-11,8713 Manitowish Drive,Apple Pay,delivered
1562,213,906,16,428.67,4116.74,2020-07-07,1 Harbort Plaza,Apple Pay,processing
1563,331,535,4,529.6,4077.27,2020-09-05,49 Reinke Street,PayPal,delivered
1564,27,459,17,269.68,6269.61,2021-08-01,2 Crownhardt Crossing,credit card,shipped
1565,381,984,18,950.62,2310.37,2022-01-23,64917 Dovetail Park,Apple Pay,processing
1566,940,976,61,380.88,931.52,2020-06-16,3 Acker Junction,credit card,shipped
1567,151,79,76,714.9,5292.63,2020-04-05,54 Westerfield Crossing,credit card,shipped
1568,945,489,88,689.95,4403.54,2020-02-09,1231 Sage Way,PayPal,shipped
1569,159,817,98,487.88,6037.47,2022-08-30,0 Rowland Drive,Apple Pay,delivered
1570,463,119,73,173.66,2826.43,2021-01-31,45983 Lunder Way,PayPal,shipped
1571,142,338,71,82.79,6941.9,2022-10-23,1 Carberry Avenue,Apple Pay,delivered
1572,279,201,22,433.44,9539.6,2022-02-20,06630 Comanche Drive,credit card,delivered
1573,339,468,5,435.81,4926.34,2021-10-24,071 Granby Lane,PayPal,shipped
1574,633,604,53,172.23,9856.8,2020-03-05,18 Waxwing Plaza,Apple Pay,shipped
1575,195,656,88,1.38,8720.24,2020-05-04,86411 Roxbury Pass,Apple Pay,processing
1576,476,98,86,255.97,20.18,2020-10-15,056 Fallview Junction,Apple Pay,pending
1577,432,214,28,86.21,3199.0,2020-12-15,25981 Meadow Vale Court,PayPal,delivered
1578,956,453,56,77.26,4455.55,2022-09-19,09 Dottie Place,PayPal,shipped
1579,453,337,64,487.12,1192.07,2022-10-31,4310 Susan Pass,PayPal,processing
1580,93,683,44,662.7,2234.4,2020-05-30,45 Evergreen Circle,credit card,shipped
1581,561,674,30,629.51,3484.14,2021-05-14,95487 Carey Plaza,PayPal,processing
1582,716,433,47,637.33,7534.11,2022-06-05,4556 Independence Street,PayPal,pending
1583,76,155,72,3.79,9309.24,2022-05-14,817 International Terrace,PayPal,delivered
1584,365,719,82,518.12,808.43,2021-08-30,6 Mcguire Hill,PayPal,pending
1585,500,800,78,90.22,5898.72,2022-08-01,1536 Lighthouse Bay Point,Apple Pay,pending
1586,222,423,42,695.23,3203.89,2022-03-20,82915 Carpenter Crossing,credit card,pending
1587,454,942,20,98.5,835.2,2020-07-14,134 Meadow Valley Avenue,PayPal,pending
1588,833,852,17,537.88,2312.53,2021-09-18,85268 Center Avenue,Apple Pay,pending
1589,459,93,94,638.37,9318.29,2020-05-14,96337 Melrose Drive,PayPal,processing
1590,19,55,78,855.28,3017.43,2021-05-09,40932 Fairfield Way,Apple Pay,shipped
1591,784,111,45,373.86,3485.98,2022-02-05,9086 Caliangt Trail,PayPal,pending
1592,590,412,15,778.28,4035.3,2022-01-08,5406 Sugar Pass,Apple Pay,pending
1593,854,169,62,404.07,4763.04,2020-01-19,05835 Nobel Terrace,Apple Pay,pending
1594,206,273,2,84.28,4111.89,2021-01-24,25 Anniversary Place,credit card,processing
1595,830,829,81,778.51,8972.98,2020-03-02,13 Comanche Circle,PayPal,delivered
1596,751,442,6,488.73,1783.0,2021-02-18,261 Vernon Pass,PayPal,delivered
1597,608,822,86,476.13,5537.32,2021-02-09,5416 Dixon Trail,PayPal,pending
1598,680,25,61,628.66,4035.6,2021-02-11,31979 Mockingbird Circle,Apple Pay,shipped
1599,4,646,24,281.02,9679.69,2021-12-25,91171 Farmco Center,PayPal,shipped
1600,246,556,50,234.28,9581.94,2020-02-14,29998 Hoard Junction,credit card,pending
1601,831,627,61,780.37,5046.78,2022-03-12,443 Mitchell Center,credit card,pending
1602,358,663,30,990.12,563.56,2020-10-03,42 Anderson Center,PayPal,processing
1603,165,77,26,462.63,6937.86,2022-12-27,5851 Graedel Avenue,credit card,shipped
1604,670,159,97,142.61,38.32,2020-08-30,68 Moose Parkway,credit card,shipped
1605,642,200,77,468.22,1678.63,2021-06-15,3 Dahle Lane,PayPal,pending
1606,77,31,74,427.7,7212.14,2021-01-13,9616 Welch Trail,credit card,delivered
1607,118,926,38,575.64,4089.85,2022-07-10,0057 Parkside Avenue,credit card,pending
1608,671,292,52,88.72,2101.17,2021-11-30,67351 Fuller Pass,Apple Pay,shipped
1609,54,921,31,595.06,9422.11,2022-11-15,0 3rd Drive,PayPal,pending
1610,822,414,100,500.18,8681.51,2022-04-05,9788 Commercial Junction,PayPal,processing
1611,376,692,75,10.32,6444.59,2020-05-24,339 Southridge Road,Apple Pay,shipped
1612,414,861,38,194.25,268.18,2022-02-16,036 Norway Maple Crossing,credit card,pending
1613,172,460,63,739.6,8143.83,2020-01-30,3329 Briar Crest Lane,PayPal,delivered
1614,321,457,39,116.79,8211.13,2020-06-13,3743 Bay Plaza,credit card,pending
1615,323,459,92,354.79,212.23,2021-09-25,23 Del Sol Hill,credit card,delivered
1616,257,396,50,6.11,3927.9,2021-11-30,24699 Bluestem Terrace,credit card,pending
1617,948,994,33,980.48,2595.51,2021-12-01,1 Harbort Hill,PayPal,delivered
1618,550,341,36,835.51,1845.78,2020-03-04,08180 Waxwing Trail,Apple Pay,pending
1619,14,761,97,690.33,3305.46,2021-12-26,7784 Dottie Way,Apple Pay,pending
1620,385,483,76,666.35,6735.36,2021-11-18,6655 Mitchell Center,Apple Pay,processing
1621,589,48,80,618.22,6575.97,2020-09-17,1046 Mifflin Plaza,Apple Pay,delivered
1622,920,940,24,556.57,2914.5,2022-03-23,8 Shelley Junction,credit card,pending
1623,513,585,70,640.55,9192.31,2022-12-18,23842 Reinke Crossing,credit card,delivered
1624,899,570,25,470.46,9287.08,2022-01-06,60 Loomis Place,PayPal,shipped
1625,313,314,73,88.26,7919.09,2022-07-08,12239 Stoughton Crossing,Apple Pay,delivered
1626,800,447,54,917.82,1962.96,2021-09-19,9080 Pond Avenue,PayPal,pending
1627,655,285,92,971.26,8292.83,2020-09-12,862 Mitchell Alley,Apple Pay,pending
1628,156,665,77,648.94,543.27,2020-06-01,72789 Bowman Circle,credit card,delivered
1629,249,89,92,14.13,4246.88,2022-09-20,55689 Cherokee Junction,credit card,pending
1630,157,696,91,834.5,9319.15,2022-10-21,1054 Thompson Lane,Apple Pay,processing
1631,872,329,57,951.73,6164.56,2022-01-14,66 Spohn Alley,PayPal,shipped
1632,706,81,2,912.34,1824.58,2022-09-04,7 Hermina Crossing,Apple Pay,delivered
1633,805,409,79,327.88,2872.06,2022-04-27,780 Sloan Park,Apple Pay,shipped
1634,87,340,37,563.76,3989.92,2022-03-30,83225 Carberry Plaza,PayPal,pending
1635,119,88,61,11.0,9352.59,2020-03-09,73671 Bay Circle,Apple Pay,processing
1636,546,616,56,587.59,6203.28,2022-04-13,59 Golf Center,PayPal,pending
1637,333,20,46,132.87,5715.18,2022-06-28,740 Monica Place,Apple Pay,shipped
1638,290,41,74,71.88,6842.43,2021-03-01,10326 Caliangt Alley,credit card,processing
1639,971,710,30,216.57,6088.26,2022-03-24,52658 Mallard Street,credit card,pending
1640,611,70,98,178.44,1822.54,2022-09-04,481 Artisan Place,PayPal,shipped
1641,424,980,40,413.35,7814.91,2022-06-08,992 Lotheville Hill,PayPal,pending
1642,213,938,27,986.1,8709.32,2022-04-30,148 Vahlen Plaza,PayPal,pending
1643,215,472,17,238.68,8069.94,2022-05-03,18181 Kensington Street,credit card,processing
1644,510,892,27,15.68,9479.86,2022-10-08,2 Coolidge Junction,credit card,processing
1645,752,723,2,719.84,9730.27,2021-11-04,6703 Westport Crossing,PayPal,delivered
1646,740,806,84,757.53,9715.28,2022-04-05,330 Kedzie Drive,credit card,processing
1647,891,377,67,771.07,2956.54,2022-10-09,79 Mayer Place,PayPal,shipped
1648,318,551,64,205.92,8712.98,2020-02-21,88 Barnett Plaza,credit card,delivered
1649,873,298,16,297.26,7924.41,2020-11-21,0900 Comanche Avenue,PayPal,pending
1650,164,117,70,755.48,5091.35,2020-05-12,8 Union Pass,PayPal,delivered
1651,433,289,92,473.9,8093.8,2021-05-21,72557 Westport Lane,Apple Pay,processing
1652,783,734,49,155.44,8799.21,2020-07-20,23145 Warbler Drive,Apple Pay,shipped
1653,799,299,45,446.24,6263.86,2022-03-10,5 Fordem Parkway,credit card,delivered
1654,1000,398,65,554.77,5928.28,2020-06-23,5 Wayridge Road,PayPal,delivered
1655,69,221,50,94.88,9268.25,2022-01-07,472 Cherokee Avenue,PayPal,processing
1656,959,763,69,835.75,6419.57,2022-08-10,07607 Elmside Way,credit card,pending
1657,479,520,73,906.64,1169.67,2022-04-03,170 Burrows Center,PayPal,delivered
1658,397,90,1,406.26,2906.74,2021-12-07,9750 Amoth Hill,Apple Pay,delivered
1659,6,792,78,908.26,4512.24,2021-04-13,851 Stoughton Drive,Apple Pay,processing
1660,354,360,22,279.15,4439.32,2020-01-26,4 American Ash Alley,Apple Pay,pending
1661,879,799,39,450.89,2514.25,2022-04-06,77158 Mosinee Plaza,PayPal,pending
1662,802,744,95,22.96,2027.89,2021-11-05,1070 Cottonwood Avenue,credit card,processing
1663,191,815,73,581.59,2501.65,2022-02-23,2039 Fisk Road,Apple Pay,delivered
1664,864,364,3,841.55,7003.72,2021-01-21,9186 Claremont Circle,Apple Pay,shipped
1665,245,288,63,140.81,8923.41,2021-07-23,617 Sage Crossing,PayPal,shipped
1666,225,971,76,918.12,8789.7,2022-05-01,3154 5th Junction,credit card,delivered
1667,591,428,48,134.89,1195.27,2020-07-15,82755 Lillian Terrace,Apple Pay,processing
1668,150,413,82,995.94,5538.45,2020-07-07,17942 Derek Circle,PayPal,delivered
1669,198,875,71,9.54,6674.26,2021-05-27,010 Sachtjen Terrace,Apple Pay,pending
1670,559,603,44,756.56,6839.69,2022-02-23,1 Bunker Hill Terrace,Apple Pay,processing
1671,138,584,14,5.13,7973.17,2022-10-22,5910 Clyde Gallagher Court,Apple Pay,processing
1672,949,195,72,822.2,5500.73,2021-11-11,3 Messerschmidt Circle,Apple Pay,pending
1673,553,496,44,93.39,8708.82,2021-05-20,4 Hanson Way,PayPal,delivered
1674,350,160,93,935.5,6645.73,2020-08-10,724 Dovetail Plaza,credit card,processing
1675,776,778,48,793.34,8784.04,2022-04-15,105 Messerschmidt Drive,credit card,processing
1676,409,543,54,680.23,2750.38,2020-09-25,2 Bayside Circle,credit card,delivered
1677,7,280,91,615.09,9657.19,2022-06-14,5 Onsgard Avenue,Apple Pay,processing
1678,408,766,25,714.64,535.37,2022-04-29,0390 Elmside Circle,PayPal,delivered
1679,17,452,96,631.53,7416.8,2022-01-03,1175 Daystar Trail,Apple Pay,shipped
1680,356,634,90,362.81,4777.77,2020-08-15,40 Bay Alley,PayPal,shipped
1681,711,210,62,49.09,9178.2,2021-08-02,18 Butterfield Parkway,PayPal,processing
1682,994,132,46,351.99,8524.31,2022-10-15,1 Corscot Lane,credit card,delivered
1683,564,726,92,929.96,8025.94,2021-02-22,7070 Reinke Circle,PayPal,delivered
1684,272,259,87,838.79,9674.11,2022-11-01,9391 Eliot Plaza,PayPal,pending
1685,890,966,53,660.76,6697.88,2021-09-04,483 Columbus Pass,credit card,delivered
1686,935,13,29,502.58,1203.63,2021-03-04,01 Weeping Birch Circle,credit card,pending
1687,694,476,41,9.28,8686.63,2021-01-01,32 Fordem Junction,credit card,delivered
1688,285,186,82,761.13,4062.11,2021-05-14,48346 Prairie Rose Trail,Apple Pay,delivered
1689,136,478,38,504.87,4550.01,2022-03-01,226 Colorado Plaza,credit card,processing
1690,304,307,82,427.06,3650.87,2021-11-04,4 Amoth Trail,credit card,shipped
1691,569,654,16,96.61,2411.19,2021-06-19,0449 Ohio Way,credit card,pending
1692,646,528,8,260.32,4912.1,2021-11-20,2023 Helena Drive,credit card,delivered
1693,641,595,79,708.68,5309.99,2022-03-08,1 Gulseth Alley,Apple Pay,pending
1694,233,347,83,795.02,5707.73,2020-02-07,7 Ryan Center,credit card,processing
1695,383,384,77,76.34,9130.88,2022-01-10,8842 Pawling Junction,Apple Pay,delivered
1696,451,484,31,779.85,5138.9,2022-01-02,4 Sommers Way,Apple Pay,shipped
1697,925,624,28,346.74,7647.22,2021-07-01,805 Hayes Terrace,PayPal,pending
1698,527,681,50,590.55,9496.62,2022-03-25,50392 Stephen Center,credit card,processing
1699,63,393,53,133.89,4188.86,2022-12-05,870 Acker Alley,credit card,shipped
1700,976,16,86,787.19,7992.71,2020-09-29,6 Acker Point,Apple Pay,processing
1701,274,244,96,986.76,7495.24,2022-01-12,5298 Clemons Hill,PayPal,pending
1702,900,633,92,101.25,4044.46,2020-04-23,3 Rowland Junction,credit card,delivered
1703,278,75,30,634.94,2705.14,2020-05-05,5 Bowman Park,Apple Pay,pending
1704,38,375,57,111.73,2129.41,2022-04-10,0567 Sundown Street,Apple Pay,shipped
1705,600,536,74,544.14,9908.75,2022-12-18,20 Express Parkway,PayPal,processing
1706,68,773,17,880.91,8935.87,2021-06-22,375 Weeping Birch Alley,credit card,shipped
1707,597,79,53,588.82,4759.03,2020-06-16,42197 Melby Lane,PayPal,delivered
1708,893,572,77,116.93,8230.13,2022-01-19,347 Hoard Junction,credit card,pending
1709,277,334,69,396.86,6992.37,2020-02-18,5 Waxwing Place,PayPal,shipped
1710,644,296,99,905.4,2345.45,2020-06-13,118 Park Meadow Court,PayPal,processing
1711,276,150,70,364.09,5860.93,2022-07-16,204 Emmet Plaza,Apple Pay,pending
1712,373,951,96,927.89,9880.0,2022-05-22,5208 Hollow Ridge Street,Apple Pay,delivered
1713,226,648,76,729.25,3720.06,2021-09-06,576 Lillian Trail,credit card,delivered
1714,921,319,24,750.87,4141.98,2020-11-27,936 Corry Court,credit card,pending
1715,84,552,33,119.2,2547.58,2022-09-13,24 Fair Oaks Park,PayPal,shipped
1716,958,986,81,487.29,5680.18,2022-10-13,87 Leroy Point,credit card,delivered
1717,909,212,21,324.85,6625.25,2022-05-16,8 Straubel Drive,credit card,pending
1718,640,662,49,399.98,4440.23,2020-01-31,495 Lyons Junction,credit card,processing
1719,56,267,27,528.55,8996.41,2022-05-20,11 Vidon Road,Apple Pay,delivered
1720,577,929,75,78.58,2736.94,2020-03-17,23 Troy Terrace,Apple Pay,pending
1721,903,246,4,328.95,9923.6,2022-06-18,0569 Scofield Point,credit card,processing
1722,97,14,61,702.06,5357.27,2021-04-15,443 Blackbird Point,Apple Pay,processing
1723,943,114,29,928.98,2083.56,2021-02-27,6 Elgar Way,Apple Pay,shipped
1724,962,417,7,445.54,7211.15,2021-06-02,382 Almo Hill,credit card,processing
1725,491,883,82,192.17,181.0,2020-03-01,28165 Carpenter Road,Apple Pay,processing
1726,224,587,53,37.18,2481.1,2020-06-24,4805 High Crossing Avenue,credit card,pending
1727,52,125,54,999.42,4850.37,2022-12-17,98 Ilene Terrace,Apple Pay,shipped
1728,692,920,85,800.14,5881.95,2021-09-04,92 Corben Drive,credit card,shipped
1729,283,577,99,45.6,2222.28,2021-06-07,67 Victoria Place,credit card,pending
1730,838,803,16,62.67,4309.06,2021-05-01,755 Lunder Pass,credit card,processing
1731,53,547,2,612.44,6430.79,2020-11-23,3456 Nobel Place,credit card,shipped
1732,541,335,21,81.07,6970.58,2020-12-05,96 Redwing Place,Apple Pay,processing
1733,769,492,8,899.81,7762.85,2021-11-19,752 Vidon Way,credit card,pending
1734,638,530,71,235.57,3654.16,2022-11-17,46835 Morrow Pass,Apple Pay,delivered
1735,974,185,19,998.06,5490.34,2021-01-09,77 Lakewood Center,Apple Pay,shipped
1736,441,136,86,504.46,5550.53,2022-05-18,760 Waywood Street,Apple Pay,pending
1737,924,915,63,313.68,5438.22,2021-05-24,53 Ronald Regan Trail,Apple Pay,processing
1738,605,498,40,823.88,4473.32,2022-07-07,0719 Iowa Pass,Apple Pay,pending
1739,724,739,5,218.19,9282.69,2020-08-22,9 Dovetail Center,PayPal,processing
1740,478,727,77,933.31,6493.22,2021-06-21,6 Morning Park,credit card,shipped
1741,983,488,33,120.67,6310.08,2020-08-17,8792 Red Cloud Way,PayPal,processing
1742,528,51,51,214.35,4733.08,2022-01-02,25 Bonner Drive,Apple Pay,processing
1743,818,171,4,235.53,1309.95,2020-10-13,67341 Schiller Court,Apple Pay,shipped
1744,837,54,57,434.28,3540.66,2022-09-27,95 Mesta Drive,PayPal,processing
1745,92,220,38,741.88,84.61,2020-08-20,59185 Mendota Court,Apple Pay,pending
1746,335,430,8,867.06,1447.9,2022-09-18,68 Elgar Circle,Apple Pay,pending
1747,448,754,76,109.99,7696.76,2020-05-27,63 Vidon Crossing,PayPal,processing
1748,345,833,70,995.92,252.6,2020-10-14,5628 Pawling Avenue,Apple Pay,pending
1749,265,708,77,356.38,9991.98,2020-02-15,511 Sullivan Drive,Apple Pay,processing
1750,742,529,10,114.19,2424.45,2020-09-14,2322 Fremont Place,PayPal,pending
1751,809,688,83,176.49,901.27,2020-04-20,1 Loomis Park,credit card,delivered
1752,727,371,34,94.78,1944.91,2022-06-01,155 Lien Park,PayPal,delivered
1753,684,817,89,511.98,5447.93,2020-11-22,01 Transport Lane,credit card,delivered
1754,239,248,47,356.35,8380.64,2021-09-09,5037 Corscot Plaza,PayPal,processing
1755,811,855,89,493.56,7547.88,2021-02-06,99 Ridgeview Park,Apple Pay,shipped
1756,218,181,52,440.46,9642.39,2021-07-05,07632 Butterfield Lane,Apple Pay,pending
1757,955,540,35,226.12,7616.69,2021-11-24,00 Pond Parkway,PayPal,processing
1758,980,487,72,288.32,6923.95,2020-04-28,42669 Spaight Point,Apple Pay,shipped
1759,987,192,61,98.26,8212.01,2020-11-25,86264 Brown Drive,PayPal,pending
1760,375,789,51,478.66,277.98,2022-11-05,9707 Forest Terrace,Apple Pay,processing
1761,907,110,48,670.66,3412.09,2022-10-29,76 Crownhardt Terrace,Apple Pay,delivered
1762,804,975,84,887.39,6236.55,2022-02-02,233 Transport Place,PayPal,processing
1763,693,687,14,264.82,4883.68,2020-03-10,23 Fulton Hill,Apple Pay,processing
1764,580,655,31,79.78,6164.99,2022-04-14,453 Shopko Crossing,Apple Pay,pending
1765,146,124,54,294.3,3814.67,2021-01-05,36771 Almo Plaza,credit card,delivered
1766,763,693,81,480.53,4197.39,2021-08-15,87 Birchwood Terrace,PayPal,delivered
1767,732,777,1,617.42,7054.26,2022-06-04,7680 Crescent Oaks Way,Apple Pay,delivered
1768,127,17,74,293.08,7524.42,2021-05-01,697 Morrow Hill,credit card,delivered
1769,106,605,22,771.7,3246.77,2021-10-07,89 South Street,PayPal,processing
1770,595,755,82,909.06,6649.12,2020-01-09,59 Onsgard Place,PayPal,delivered
1771,970,913,71,440.74,9743.44,2022-05-28,472 Hintze Alley,PayPal,shipped
1772,939,118,58,571.25,2255.9,2020-10-17,8 Burning Wood Avenue,credit card,shipped
1773,656,420,35,542.32,3631.37,2021-06-17,904 Brickson Park Terrace,credit card,shipped
1774,99,11,35,984.54,4897.58,2021-05-03,2364 Rigney Hill,PayPal,processing
1775,167,321,75,633.72,4831.17,2021-08-10,0 Eggendart Place,PayPal,shipped
1776,664,797,94,869.38,483.78,2021-09-25,4158 Chinook Center,PayPal,pending
1777,945,264,20,418.02,5480.1,2020-12-08,9 Holmberg Court,Apple Pay,pending
1778,8,845,37,974.41,6530.11,2021-10-18,2799 Cascade Center,Apple Pay,processing
1779,762,818,29,595.3,786.79,2021-11-12,33 Petterle Street,PayPal,shipped
1780,50,650,35,465.24,7245.41,2022-02-12,3 Debs Way,PayPal,delivered
1781,344,850,46,922.23,9128.99,2022-05-26,744 Maywood Center,Apple Pay,pending
1782,28,839,24,395.17,1542.08,2022-11-02,25508 Garrison Trail,credit card,processing
1783,3,542,56,658.37,3765.97,2021-06-18,839 Southridge Road,PayPal,processing
1784,630,469,24,128.95,8071.28,2022-12-18,0 Esker Drive,PayPal,delivered
1785,524,156,76,720.75,3510.44,2020-05-14,0 Melvin Junction,credit card,processing
1786,668,638,43,703.73,6173.63,2022-12-19,861 Continental Alley,credit card,processing
1787,728,896,98,67.11,8498.44,2020-02-08,337 Lerdahl Junction,Apple Pay,processing
1788,467,404,88,546.91,9626.34,2020-09-26,32 Dwight Place,credit card,delivered
1789,284,985,12,797.28,8415.49,2021-09-20,36905 Fair Oaks Alley,PayPal,shipped
1790,554,257,56,773.52,5523.27,2020-02-12,9 Cottonwood Junction,credit card,pending
1791,733,477,83,429.29,7895.8,2020-04-23,29 Dorton Hill,credit card,shipped
1792,270,230,97,990.56,2085.34,2021-04-19,05547 Sycamore Pass,Apple Pay,processing
1793,979,790,92,481.21,7416.4,2021-02-21,294 Gina Street,PayPal,processing
1794,367,569,57,647.6,3876.0,2022-10-06,1 Mendota Alley,credit card,delivered
1795,487,196,18,69.95,8313.3,2021-05-28,2 Bartelt Junction,Apple Pay,delivered
1796,431,976,78,209.89,2372.45,2020-02-06,567 David Street,PayPal,processing
1797,785,456,94,945.06,1599.39,2020-09-05,8335 Dryden Place,credit card,pending
1798,168,439,41,721.88,1540.91,2020-08-05,70450 Doe Crossing Lane,PayPal,delivered
1799,122,613,81,823.11,2116.03,2020-09-26,2 Schurz Avenue,Apple Pay,shipped
1800,643,854,78,875.49,8262.92,2020-05-12,1 Jackson Pass,Apple Pay,shipped
1801,207,782,12,397.27,6252.37,2021-07-03,1966 Swallow Circle,PayPal,shipped
1802,687,71,31,403.37,4591.21,2020-08-17,88 Monica Parkway,credit card,processing
1803,511,256,30,107.36,8414.76,2022-04-29,86 Nelson Center,PayPal,delivered
1804,261,785,51,964.12,4728.82,2021-01-07,53373 Basil Junction,PayPal,processing
1805,264,957,42,134.32,1682.75,2021-12-12,90705 Russell Center,PayPal,delivered
1806,95,62,41,442.31,2299.75,2021-10-06,5 Talisman Point,Apple Pay,delivered
1807,916,736,46,224.69,6805.27,2022-07-12,54558 Dorton Road,PayPal,processing
1808,558,965,100,822.36,974.63,2022-06-07,4068 Superior Lane,credit card,pending
1809,352,924,27,925.21,4815.12,2021-08-21,8436 Eastlawn Pass,Apple Pay,shipped
1810,326,318,38,346.52,2783.65,2020-06-11,264 Mayfield Alley,credit card,delivered
1811,155,873,38,930.05,9602.91,2022-08-28,7 Quincy Parkway,PayPal,delivered
1812,466,80,87,189.11,5383.21,2022-02-28,75980 Fairview Circle,Apple Pay,shipped
1813,205,47,1,67.76,4935.98,2020-09-21,44 Sunfield Park,credit card,shipped
1814,374,758,33,736.74,6978.94,2021-12-18,32280 Londonderry Way,Apple Pay,delivered
1815,188,582,19,167.71,1683.29,2020-11-10,6 Algoma Way,credit card,processing
1816,149,828,21,179.9,2539.22,2021-12-19,8 Westerfield Street,Apple Pay,processing
1817,679,840,68,263.93,8743.39,2020-09-01,5285 Everett Place,credit card,delivered
1818,697,515,11,537.59,5333.31,2022-08-08,54938 Roth Junction,credit card,processing
1819,70,813,26,302.27,2853.96,2020-02-08,1 Northland Plaza,credit card,pending
1820,683,649,94,712.51,1853.09,2021-11-06,9265 Prentice Crossing,credit card,shipped
1821,717,995,16,185.61,6500.68,2022-01-26,88104 Fremont Circle,Apple Pay,shipped
1822,35,222,33,104.89,6104.59,2020-12-19,8 Rutledge Terrace,credit card,shipped
1823,780,676,86,367.36,1458.96,2020-04-02,76 Sherman Terrace,credit card,processing
1824,635,805,86,601.09,6385.72,2021-07-11,98 Vermont Parkway,credit card,delivered
1825,766,104,9,881.35,7890.69,2021-03-14,58 Veith Plaza,PayPal,processing
1826,444,709,24,594.54,8831.36,2022-03-07,328 Farragut Parkway,Apple Pay,delivered
1827,658,201,27,950.26,1925.96,2021-10-15,377 Reinke Plaza,PayPal,pending
1828,169,381,22,817.31,52.44,2022-11-25,8 Moland Place,PayPal,shipped
1829,2,575,59,727.95,9161.72,2020-10-13,48936 Pond Parkway,Apple Pay,processing
1830,676,35,39,256.88,6632.64,2020-04-30,156 Corben Park,PayPal,pending
1831,380,715,85,88.4,3392.1,2022-09-25,91 Springview Point,Apple Pay,processing
1832,135,891,10,925.03,3979.29,2022-12-25,4 Lillian Pass,credit card,shipped
1833,143,209,1,545.76,881.38,2021-07-16,8 2nd Point,PayPal,delivered
1834,212,76,61,484.78,8588.47,2022-02-12,44399 Spaight Center,PayPal,shipped
1835,506,491,79,845.74,9169.38,2021-01-05,95 Village Green Pass,credit card,pending
1836,160,908,77,423.28,9868.03,2020-07-07,930 Katie Parkway,credit card,shipped
1837,496,277,25,192.92,869.47,2021-08-19,85438 South Terrace,Apple Pay,pending
1838,593,83,12,25.46,3804.09,2021-08-01,762 Shelley Pass,PayPal,pending
1839,240,180,79,520.56,597.13,2021-09-22,93614 Fallview Street,PayPal,shipped
1840,65,223,35,646.83,9984.33,2021-05-18,9435 Coleman Place,PayPal,processing
1841,44,721,95,806.28,4799.88,2022-04-30,4 Hallows Center,Apple Pay,processing
1842,729,660,33,945.3,3559.9,2022-04-30,82 Nevada Park,credit card,processing
1843,516,826,73,387.84,621.61,2020-07-28,4 Nobel Alley,credit card,pending
1844,298,434,87,506.66,262.31,2021-08-24,053 Pawling Trail,credit card,delivered
1845,236,531,55,249.64,5402.08,2022-07-16,967 Dahle Trail,credit card,processing
1846,772,400,83,279.94,1053.31,2021-08-01,80270 Holmberg Terrace,PayPal,delivered
1847,665,917,65,637.33,1803.02,2022-02-03,35 Sugar Hill,PayPal,processing
1848,338,191,16,603.9,3390.19,2021-04-29,981 Lerdahl Place,PayPal,pending
1849,481,348,93,136.99,2175.58,2021-12-29,2 International Point,credit card,processing
1850,314,807,3,10.8,3355.38,2020-04-11,6646 Esch Way,credit card,pending
1851,178,644,82,152.6,3567.48,2021-08-14,48066 Bunting Place,PayPal,pending
1852,330,887,89,531.05,6096.85,2020-06-30,0746 Heffernan Street,Apple Pay,shipped
1853,39,361,91,60.7,4992.28,2022-02-24,881 Messerschmidt Park,credit card,processing
1854,402,811,46,13.24,5093.79,2020-12-12,5 Leroy Way,PayPal,processing
1855,884,905,45,404.41,7642.12,2020-05-25,8 Riverside Alley,Apple Pay,pending
1856,536,388,38,311.89,3319.11,2021-08-27,4480 Granby Parkway,credit card,delivered
1857,417,711,66,744.78,6445.15,2021-07-02,0482 Elmside Pass,PayPal,processing
1858,268,637,9,38.78,1839.01,2021-07-01,125 Hovde Parkway,credit card,delivered
1859,238,982,93,911.78,1582.47,2021-05-10,81 Forest Run Street,credit card,delivered
1860,485,841,89,636.15,6932.86,2020-05-22,9 Hagan Drive,PayPal,shipped
1861,187,293,79,30.31,462.68,2020-07-23,5 Ronald Regan Street,Apple Pay,delivered
1862,89,713,8,941.9,7261.28,2021-09-20,658 Dennis Place,PayPal,shipped
1863,725,717,45,851.7,8361.41,2022-09-24,7288 Manley Point,PayPal,pending
1864,685,712,35,76.87,6656.76,2020-12-07,333 Spaight Center,Apple Pay,delivered
1865,199,63,69,377.98,5063.88,2022-04-19,463 Eagle Crest Drive,credit card,processing
