product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
586,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",569.43,49.52,toys,ac nibh fusce lacus purus aliquet at feugiat non pretium quis,297,Green,medium,8.4,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,2017-03-31,3.2,327,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,3.1,526,free,9.41
587,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",819.63,25.12,electronics,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,95,Blue,small,7.4,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2010-08-15,4.2,562,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,2.3,396,standard,34.38
588,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,230.98,22.04,electronics,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,401,Maroon,medium,1.4,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,2012-12-16,1.5,412,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,2.7,941,standard,19.8
589,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",11.8,3.95,home decor,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,310,Crimson,small,5.4,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,2013-04-16,3.8,482,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,1.4,408,free,30.51
590,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",784.55,2.87,toys,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,257,Purple,extra large,3.4,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,2014-08-10,1.7,550,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,1.4,343,standard,35.11
591,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",301.81,46.77,beauty,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,270,Teal,medium,7.4,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,2018-10-15,2.4,348,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,3.4,435,standard,40.67
592,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",168.44,29.64,home decor,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,182,Maroon,small,2.0,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,2022-05-26,1.7,354,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,1.5,183,standard,16.94
593,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",348.84,36.42,electronics,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,633,Yellow,large,8.0,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,2021-08-14,4.8,68,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,3.2,271,express,0.9
594,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",564.67,44.34,electronics,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,716,Green,medium,6.9,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,2012-08-09,1.8,725,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,4.8,797,standard,44.14
595,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",879.76,6.48,home decor,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,944,Teal,large,5.1,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,2020-07-24,3.3,554,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,4.0,872,express,18.06
596,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",787.86,38.13,clothing,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,864,Orange,extra large,0.9,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2017-07-21,2.6,803,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,2.7,173,free,42.0
597,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",901.38,10.56,toys,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,22,Khaki,medium,0.2,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,2016-10-05,3.2,76,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,3.7,339,free,24.83
598,at feugiat non pretium quis lectus suspendisse potenti in eleifend,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",819.23,39.8,beauty,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,529,Red,small,2.8,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2020-01-21,4.9,582,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,1.3,155,express,32.7
599,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",496.95,5.27,clothing,neque aenean auctor gravida sem praesent id massa id nisl,973,Turquoise,extra large,2.9,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,2017-02-19,1.2,438,lectus suspendisse potenti in eleifend quam a odio in hac,1.1,35,standard,48.48
600,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",355.55,5.57,beauty,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,730,Orange,small,2.8,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,2013-07-31,4.3,317,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,4.8,954,standard,26.34
601,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,209.35,13.99,home decor,ut nunc vestibulum ante ipsum primis in faucibus orci luctus,752,Indigo,extra large,5.1,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,2011-06-16,4.0,203,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,2.8,686,standard,26.51
602,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,670.33,19.94,home decor,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,883,Purple,medium,5.6,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,2017-04-11,2.3,229,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,3.2,349,standard,24.23
603,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,Suspendisse potenti.,682.18,43.38,electronics,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,141,Orange,small,1.7,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,2011-09-02,1.5,239,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,1.5,712,free,36.47
604,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,Duis bibendum. Morbi non quam nec dui luctus rutrum.,695.62,9.77,electronics,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,806,Khaki,medium,3.9,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,2022-10-22,3.0,393,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,4.6,882,free,34.58
605,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",850.0,17.38,beauty,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,510,Orange,medium,9.3,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,2013-06-26,3.5,680,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,2.3,765,express,29.4
606,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",226.86,10.26,electronics,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,663,Violet,large,8.9,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,2019-06-14,3.1,33,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,3.1,479,express,39.69
607,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,Integer non velit.,858.81,45.37,electronics,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,306,Orange,medium,6.2,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2021-08-10,5.0,688,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,4.6,410,standard,35.48
608,cras mi pede malesuada in imperdiet et commodo vulputate justo,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",891.77,6.93,toys,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,323,Mauv,extra large,8.4,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,2017-06-08,4.0,884,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,4.3,579,free,38.4
609,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,Duis mattis egestas metus. Aenean fermentum.,593.17,13.2,toys,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,527,Aquamarine,small,3.4,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,2013-09-12,4.5,547,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,2.6,638,standard,10.74
610,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,Cras non velit nec nisi vulputate nonummy.,601.51,37.12,beauty,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,426,Fuscia,large,9.8,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,2012-06-28,2.3,864,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,2.7,238,standard,23.01
611,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,Integer a nibh. In quis justo.,741.64,16.56,clothing,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,470,Teal,extra large,7.4,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,2021-04-29,1.5,430,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,2.1,513,express,37.44
612,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,Morbi non quam nec dui luctus rutrum.,999.45,20.66,beauty,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,515,Violet,medium,1.7,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,2013-03-01,1.6,808,ac consequat metus sapien ut nunc vestibulum ante ipsum primis,3.4,542,free,24.27
613,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",758.49,12.07,home decor,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,81,Puce,small,7.8,dui vel sem sed sagittis nam congue risus semper porta,2022-04-16,2.0,897,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,3.7,670,express,39.93
614,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",729.77,49.71,clothing,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,447,Turquoise,extra large,2.3,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,2017-12-09,3.7,124,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,1.2,989,express,25.23
615,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,Ut at dolor quis odio consequat varius. Integer ac leo.,9.34,24.42,electronics,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,567,Teal,small,8.7,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,2017-07-12,4.0,152,ac neque duis bibendum morbi non quam nec dui luctus,1.3,417,standard,41.99
616,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,Vivamus tortor. Duis mattis egestas metus.,721.54,19.87,electronics,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,754,Pink,extra large,5.0,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,2021-07-09,2.4,243,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,2.5,244,express,32.31
617,sem sed sagittis nam congue risus semper porta volutpat quam pede,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",369.43,10.81,clothing,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,856,Green,small,9.5,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2020-02-03,4.7,954,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,2.5,41,standard,13.84
618,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,569.25,45.21,toys,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,368,Goldenrod,large,4.2,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,2012-02-01,1.0,642,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,4.1,25,standard,40.49
619,duis bibendum morbi non quam nec dui luctus rutrum nulla,Aliquam sit amet diam in magna bibendum imperdiet.,400.59,9.08,clothing,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,291,Purple,small,4.2,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,2013-10-30,2.2,978,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,1.6,576,express,35.57
620,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",117.18,15.13,beauty,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,512,Aquamarine,large,4.8,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,2022-07-10,3.1,749,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,4.4,985,standard,35.16
621,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",401.06,30.01,beauty,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,159,Fuscia,small,3.0,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,2017-05-13,2.3,125,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,2.1,671,free,20.21
622,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",184.74,44.76,home decor,mollis molestie lorem quisque ut erat curabitur gravida nisi at,267,Pink,extra large,2.4,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent,2011-08-19,2.9,492,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,4.9,985,free,8.27
623,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,238.7,41.44,home decor,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,803,Aquamarine,small,9.7,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,2021-01-31,3.2,815,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,1.0,945,standard,21.22
624,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",706.23,41.88,beauty,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,471,Purple,medium,6.9,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,2018-10-12,4.3,141,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,1.1,518,standard,22.28
625,magna at nunc commodo placerat praesent blandit nam nulla integer,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",59.39,36.06,clothing,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,334,Aquamarine,medium,5.3,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,2013-03-06,4.0,967,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,4.3,709,express,33.96
626,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",238.98,35.53,clothing,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,747,Goldenrod,extra large,9.1,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,2012-11-26,4.6,250,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,2.0,244,standard,1.5
627,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",404.75,21.17,home decor,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,816,Orange,small,5.7,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,2013-11-27,2.4,847,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,3.5,151,standard,20.75
628,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,397.28,18.86,electronics,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,528,Aquamarine,extra large,6.6,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,2010-03-13,1.9,957,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,2.1,195,free,36.63
